title,authors,pubdate,tags,#grrating,#grvotes,#wordcount,#pagecount,size,publisher
"A Feast for Crows","George R. R. Martin","2005-10-17T03:00:00-04:00","Adult, Science Fiction, Adventure, Fantasy","4.17","794445","306870","955","1715107","Random House Worlds"
"Wild Cards","George R. R. Martin","1986-12-01T03:00:00-05:00","Anthologies, Science Fiction, Historical, Fantasy","3.69","14190","157690","534","939696","ibooks"
"Busted Flush: A Wild Cards Novel","George R. R. Martin","2008-01-01T03:00:00-05:00","Anthologies, Science Fiction, Adventure, Fantasy","3.72","1141","140867","520","494421","Tom Doherty Associates"
"The Hedge Knight","George R. R. Martin","1998-08-25T03:00:00-04:00","Fantasy, Science Fiction, Literary, General, Adventure","4.31","30655","31557","98","147273","Marvel Worldwide, Incorporated"
"A Game of Thrones","George R. R. Martin","1996-08-06T03:00:00-04:00","Action, Adventure, Science Fiction, Adult, Epic, Fiction, Fantasy","4.45","2736724","296250","954","1374128","Bantam"
"A Clash of Kings","George R. R. Martin","1998-11-16T03:00:00-05:00","Adult, Science Fiction, Adventure, Fantasy","4.42","1024296","324453","1046","1717104","Random House Worlds"
"Fevre Dream","George R. R. Martin","1982-09-01T03:00:00-04:00","Horror, Fantasy, Vampires, Paranormal, Historical","3.91","32518","136720","431","426311","Bantam"
"Green for Life: The Updated Classic on Green Smoothie Nutrition","Victoria Boutenko","2005-01-01T03:00:00-05:00","Self Help, Health, Food, Cookbooks","3.99","2229","47435","144","877417","North Atlantic Books"
"Journey Into Summer: A Naturalist’s Record of a 19,000-Mile Journey Through the North American Summer","Edwin Way Teale","1972-01-01T03:00:00-05:00","Animals, Nature, General","4.4","162","125238","425","1629265","Hauraki Publishing"
"The Knife of Never Letting Go","Patrick Ness","2008-05-05T03:00:00-04:00","Young Adult, Science Fiction, Fantasy, Adventure, Thriller","3.98","199932","113296","458","1347122","Walker"
"Monsters of Men","Patrick Ness","2010-05-03T03:00:00-04:00","Fantasy, Science Fiction, Fiction:Young Adult, Romance, Young Adult, Adventure, War","4.22","90764","132968","564","1008968","Candlewick Press"
"The New World","Patrick Ness","2010-09-27T03:00:00-04:00","Adventure, Science Fiction, Young Adult, Fantasy","3.87","12067","7115","30","149867","Candlewick"
"Devils Keep","Phillip Finch","2010-03-08T03:00:00-05:00","Suspense, Crime, Fiction:Thriller, Mystery, Adventure, Thriller","3.83","338","88502","337","326906","Pocket Books"
"Fiction Writer's Workshop","Josip Novakovich","1995-01-01T03:00:00-05:00","Self Help, Reference, Writing","3.97","923","58715","196","509933","Story Press"
"A Lesson in Secrets","Jacqueline Winspear","2011-03-22T03:00:00-04:00","Mystery, Adult, Crime, Historical","4.06","27547","100839","324","784791","Harper"
"The Caves of Perigord","Martin Walker","2002-01-01T03:00:00-05:00","Fiction, Mystery, Historical, Thriller, War","3.96","1953","127709","384","396267","Simon & Schuster"
"I'll Never Get Out of This World Alive","Steve Earle","2011-05-12T03:00:00-04:00","Fantasy, Fiction, Contemporary, Religion, Historical, Music","3.67","3746","71112","230","269073","Houghton Mifflin Harcourt"
"Clean: The Revolutionary Program to Restore the Body's Natural Ability to Heal Itself","Alejandro Junger","2009-01-01T03:00:00-05:00","Health, Self-Help, Reference, Self Help, Science","3.88","5431","86504","304","789290","HarperOne"
"Insurgent Cuba: Race, Nation, and Revolution, 1868-1898","Ada Ferrer","1999-01-01T03:00:00-05:00","History","3.7","172","122950","417","2575557","The University of North Carolina Press"
"Drums, Girls & Dangerous Pie","Jordan Sonnenblick","2005-09-01T03:00:00-04:00","Contemporary, Humour, Fiction, Young Adult, Music","4.23","30911","53679","176","205357","Point"
"Zen and the Art of Faking It","Jordan Sonnenblick","2007-10-01T03:00:00-04:00","Contemporary, Humour, Romance, Fiction, Young Adult","3.72","4760","48132","157","178463","Scholastic Paperbacks"
"Notes From the Midnight Driver","Jordan Sonnenblick","2006-10-01T03:00:00-04:00","Contemporary, Humour, Fiction, Young Adult, Music","4.05","9662","48136","159","192106","Scholastic Paperbacks"
"Chocolate Wars: The 150-Year Rivalry Between the World's Greatest Chocolate Makers","Deborah Cadbury","2010-01-01T03:00:00-05:00","History, Biography, Food, Business","3.76","1784","118985","414","2705454","PublicAffairs"
"Code 15","Gary Birken","2009-10-14T03:00:00-04:00","Suspense, Fiction:Suspense, Thriller","4.45","2491","101691","401","480104","Jove"
"American Salvage","Bonnie Jo Campbell","2009-03-10T03:00:00-04:00","Places, Fiction, Literary, United States, Family Life, General, bookclub, read_author, Contemporary, Short Stories (Single Author)","3.98","2900","58221","187","281942","Wayne State University Press"
"Beyond the Sky and the Earth: A Journey Into Bhutan","Jamie Zeppa","1999-05-18T03:00:00-04:00","Travel, Biography, Adventure","4.16","4451","100090","307","839898","Penguin Publishing Group"
"Mysterious Skin","Scott Heim","1995-01-01T03:00:00-05:00","Mystery, Contemporary, Young Adult, Gay","4.17","12666","88102","275","377847","Harper Perennial"
"Dialogue: Techniques and Exercises for Crafting Effective Dialogue","Gloria Kempton","2004-01-01T03:00:00-05:00","Adult, Reference, Writing","3.97","1106","82874","283","1440681","Writer's Digest Books"
"George, Nicholas and Wilhelm: Three Royal Cousins and the Road to World War I","Miranda Carter","2009-09-03T03:00:00-04:00","History, Biography, Politics, War","4.04","4332","209137","616","7288055","Knopf"
"Trial by Ice: The True Story of Murder and Survival on the 1871 Polaris Expedition","Richard Parry","2001-02-27T03:00:00-05:00","Travel, History, Adventure","3.95","265","112536","351","1328064","Ballantine Books"
"Neither Here Nor There: Travels in Europe","Bill Bryson","1991-01-01T03:00:00-05:00","Essays, Travel, Humor, Form, Travelogues","3.86","77334","100511","295","372091","Harper Collins"
"Seeing Further: The Story of Science & the Royal Society","Bill Bryson","2010-01-01T03:00:00-05:00","Science, History, Biography","3.58","2474","136568","445","1013686","HarperPress"
"I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away","Bill Bryson","1998-01-01T03:00:00-05:00","Travel, Humour, Biography","3.9","69543","93674","301","3111101","Broadway Books"
"A Short History of Nearly Everything","Bill Bryson","2003-01-01T03:00:00-05:00","Humour, History, Science, Philosophy","4.22","424265","201995","650","1230318","Crown"
"A Walk in the Woods: Rediscovering America on the Appalachian Trail","Bill Bryson","1998-05-05T03:00:00-04:00","Essays, Travel, Humor, Nature, Form, Travelogues","4.07","430085","94165","293","316892","Crown"
"Notes From a Small Island","Bill Bryson","1995-01-01T03:00:00-05:00","Travel, General, Non-fiction:Humor, Essays, Travelogues, Humor, Form","3.91","116786","105464","281","340529","Harper Collins"
"Hero: The Life & Legend of Lawrence of Arabia","Michael Korda","2010-11-16T03:00:00-05:00","World War I, Historical, War, Military, Autobiography, Biography, Wars, Conflicts, History","3.88","4635","285975","805","4533689","JR"
"The River","Gary Paulsen","1991-01-01T03:00:00-05:00","Childrens, Adventure, Young Adult, Classics, Children's Books","3.82","31121","28977","109","183735","Dell"
"Brian's Winter","Gary Paulsen","1996-01-01T03:00:00-05:00","Childrens, Adventure, Young Adult, Classics, Children's Books","4.05","33796","33023","103","219810","Laurel Leaf"
"Notes From the Dog","Gary Paulsen","2009-01-01T03:00:00-05:00","Humour, Young Adult, Fiction:Young Adult","3.96","2309","26541","103","139350","Wendy Lamb Books"
"Hatchet","Gary Paulsen","1987-01-01T03:00:00-05:00","General, Marriage, Divorce, People, Places, Family, Classics, Canada, Action, Adventure, Children's Books, Social Themes, Juvenile Fiction","3.79","432531","43481","131","134567","Simon and Schuster"
"The Classical World: An Epic History of Greece and Rome","Robin Lane Fox","2005-01-01T03:00:00-05:00","History, Classics","3.9","2385","250286","777","4544948","Penguin Books"
"Huck: The Remarkable True Story of How One Lost Puppy Taught a Family - and a Whole Town - About Hope and Happy Endings","Janet Elder","2010-09-28T03:00:00-04:00","Inspirational, Biography","3.67","1845","70448","218","751780","Broadway Books"
"The Last Town on Earth","Thomas Mullen","2006-01-01T03:00:00-05:00","Adult, War, Historical, Fiction","3.66","7747","136527","461","445484","Random House"
"The Midnight Mayor","Kate Griffin","2010-03-08T03:00:00-05:00","Fiction, Urban, Contemporary, Fantasy, Action, Adventure","4.14","4137","145321","531","409630","Orbit"
"Death Benefits","Thomas Perry","2001-03-13T03:00:00-05:00","Mystery, Suspense, Crime, Thriller","4.07","2162","129738","440","394688","Random House"
"Nightlife","Thomas Perry","2006-03-07T03:00:00-05:00","Mystery, Suspense, Crime, Thriller","3.98","2302","143257","472","405464","Random House (NY)"
"Darwin's Island: The Galapagos in the Garden of England","Steve Jones","2009-02-01T03:00:00-05:00","Biography, History, Science","3.82","235","100795","293","576819","Abacus"
"Why We Read Fiction: Theory of Mind and the Novel","Lisa Zunshine","2006-03-01T03:00:00-05:00","Psychology, Science, Philosophy, Writing","3.71","292","65943","211","755940","Ohio State University Press"
"Magic in the Shadows","Devon Monk","2009-04-15T09:16:51-04:00","Science Fiction, Adult, Romance, Paranormal, Contemporary, Fantasy, Mystery","4.03","6955","122187","470","370127","ROC"
"Home Free","Fern Michaels","2011-01-01T03:00:00-05:00","Suspense, Romance, Contemporary, Mystery, Adventure, Thriller","4.31","4844","85555","280","373928","Zebra"
"The Devil in Pew Number Seven","Rebecca Nichols Alonzo","2010-01-01T03:00:00-05:00","Religon, Biography, Religion, Crime","3.79","7204","84124","272","692178","Tyndale Momentum"
"The Romance of a Shop","Amy Levy","1888-01-01T03:00:00-05:00","Adult, Romance, bookclub, read_author, Classics, Feminism, Historical","3.54","919","50568","188","1097454","Independently Published"
"The Kennedy Men: 1901-1963","Laurence Leamer","2001-10-01T03:00:00-04:00","Autobiography, History, Biography, Politics","4.01","1129","396438","1269","1102363","William Morrow Paperbacks"
"What We Talk About When We Talk About Love","Raymond Carver","1981-04-20T03:00:00-05:00","Contemporary, Poetry, Adult, Romance, bookclub, Classics, read_author, Non-Fiction","4.0","79510","37028","137","1885973","Vintage"
"Intrinsical","Lani Woodland","2009-08-20T03:00:00-04:00","Fantasy, Romance, Fiction, Mystery, Paranormal, Young Adult","3.78","2249","87884","300","347755","Pendrell Publishing"
"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef","Gabrielle Hamilton","2001-01-01T03:00:00-05:00","Autobiography, Biography, Food","3.77","37607","107470","309","796903","Random House"
"Extracurricular Activities","Maggie Barbieri","2007-11-27T03:00:00-05:00","Crime, Romance, Adult, Mystery, Fiction:Detective","3.81","1290","87078","289","279442","Minotaur Books"
"The Ode Less Travelled: Unlocking the Poet Within","Stephen Fry","2005-01-01T03:00:00-05:00","Poetry, Non-Fiction, Reference, Writing","4.06","3866","93931","264","954656","Gotham"
"The Fry Chronicles","Stephen Fry","2010-01-01T03:00:00-05:00","General, Biography, Autobiography, Cultural; Ethnic, Regional, Literary Figures, Entertainment, Performing Arts, Personal Memoirs","3.84","22572","132064","398","2546562","Penguin Books"
"The Liar","Stephen Fry","1991-09-16T03:00:00-04:00","Fiction:Humor, Contemporary, Humour","3.64","13612","87451","352","639615","Arrow"
"King Lear: A Graphic Novel","Gareth Hinds","2007-09-21T03:00:00-04:00","Young Adult, Classics, Historical, Comics","4.18","2961","105771","262","750706","Candlewick Press"
"Whisper","Phoebe Kitanidis","2010-04-27T03:00:00-04:00","Fantasy, Romance, Fiction:Young Adult, Paranormal, Young Adult","3.7","2901","68165","171","239951","Balzer + Bray"
"Takeover","Lisa Black","2008-08-12T03:00:00-04:00","Suspense, Crime, Adult, Contemporary, Mystery, Fiction:Suspense, Thriller","3.72","1978","85403","328","366618","Harper"
"Sunrunner's Fire","Melanie Rawn","1990-01-01T03:00:00-05:00","Adult, Romance, Science Fiction, Fantasy","4.12","9164","164435","576","841936","DAW Books"
"The Star Scroll","Melanie Rawn","1989-01-01T03:00:00-05:00","Romance, Action, Adventure, Science Fiction, Epic, Fiction, Fantasy","4.1","9629","209768","711","1319922","Astra Publishing House"
"Dragon Prince","Melanie Rawn","1988-12-01T03:00:00-05:00","Romance, Action, Adventure, Science Fiction, Adult, Epic, Fiction, Fantasy","3.95","16775","196830","657","739884","Astra Publishing House"
"The Gendarme","Mark Mustian","2010-01-01T03:00:00-05:00","Romance, Adult, Contemporary, Historical, War","3.74","2119","81262","269","347779","Penguin Adult HC/TR"
"The Infinity Gate","Sara Douglass","2009-06-01T03:00:00-04:00","Adult, Science Fiction, Fantasy, Romance","4.02","1767","150101","600","996083","Harper Voyager"
"Beyond the Hanging Wall","Sara Douglass","1997-12-18T03:00:00-05:00","Adult, Science Fiction, Young Adult, Fantasy","3.91","1537","87445","322","290806","Tor Fantasy"
"The Grimrose Path","Rob Thurman","2010-09-07T03:00:00-04:00","Paranormal, Fantasy, Romance","4.0","1777","102726","306","595656","Ace"
"Repo Men","Eric Garcia","2009-03-31T03:00:00-04:00","Horror, Science Fiction, Fantasy, Science-Fiction, Thriller","3.77","904","96866","307","343332","Harper"
"Aesop's Fables","Aesop","2003-11-01T02:00:00-05:00","Children's Books, Childrens, Fantasy, Philosophy, Young Adult, Classics, History","4.05","127886","53901","172","9508646","Spark Educational Publishing"
"The Imperial Cruise: A Secret History of Empire and War","James D. Bradley","2009-11-24T03:00:00-05:00","History, Biography, Politics, War","3.61","4111","90454","280","7154576","Back Bay Books"
"Ivanhoe - a Romance","Walter Scott","1819-12-20T02:56:56-04:56:02","Romance, General, Classics, Action, Adventure, Historical, Fiction, Literary","3.76","99182","212310","661","683205","Caffin Press"
"Long Dark Tea-Time of the Soul","Douglas Adams","1988-10-10T03:00:00-04:00","Fiction, Mystery, Detective, Science Fiction, General, Contemporary, Fantasy, Private Investigators, Media Tie-In, Science-Fiction, Humorous, Action, Adventure, Humour, read_author","4.04","88203","78122","246","298003","Pocket Books"
"Life, the Universe and Everything","Douglas Adams","1982-08-01T03:00:00-04:00","Adventure, Classics, Fantasy, Humour, Science Fiction, Science-Fiction, read_author","4.17","243317","54023","210","624765","Random House Worlds"
"Dirk Gently's Holistic Detective Agency","Douglas Adams","1987-05-15T03:00:00-04:00","Fiction, Mystery, Detective, Science Fiction, General, Fantasy, Science-Fiction, Private Investigators, read_author","3.97","145445","73277","204","275788","Pocket Books"
"The Restaurant at the End of the Universe","Douglas Adams","1980-10-12T03:00:00-04:00","Science Fiction, Humour, Fantasy, Classics, Adventure, Science-Fiction, Literary, Fiction, General, Action, Media Tie-In, Humorous, read_author","4.2","305185","53625","227","593973","Harmony"
"So Long, and Thanks for All the Fish","Douglas Adams","1984-10-12T03:00:00-04:00","Science Fiction, Humour, Fantasy, Classics, Adventure, Science-Fiction, read_author","4.09","180082","44947","121","615960","Non Basic Stock Line"
"Mostly Harmless","Douglas Adams","1992-10-12T03:00:00-04:00","Science Fiction, Adventure, Humour, Classics, Fantasy, Science-Fiction, read_author","3.96","135718","64360","168","216555","Random House Worlds"
"97 Orchard: An Edible History of Five Immigrant Families in One New York Tenement","Jane Ziegelman","2010-06-01T03:00:00-04:00","Cookbooks, History, Food","3.78","3264","81036","239","1516848","HarperCollins"
